Id,SalePrice
1461,131079.4758879592
1462,157539.79921221785
1463,179757.9113778732
1464,183783.78467830695
1465,190211.61214197165
1466,176197.15429709337
1467,169620.25361119828
1468,168521.4606406897
1469,176021.68408008295
1470,122188.60725584865
1471,204311.71713400245
1472,95227.25173061225
1473,94237.30423703737
1474,150275.1358439086
1475,129974.93032294977
1476,388297.4271623616
1477,250045.5636362547
1478,293378.6383521151
1479,270620.8375930201
1480,470258.4743469907
1481,317605.4850235994
1482,205457.2785140653
1483,167851.9502434716
1484,167414.68095474315
1485,171923.9970836326
1486,196647.03707858466
1487,343089.1877316737
1488,231371.03966263426
1489,202700.92622809584
1490,217039.60541686192
1491,190010.50001056923
1492,94376.87244231545
1493,187265.4917552528
1494,275685.78939389245
1495,271379.36176343047
1496,236769.33914054217
1497,195131.01052724064
1498,161594.30741104353
1499,159553.39531483993
1500,153801.38501288366
1501,175117.45378434964
1502,161426.11897329974
1503,300335.2229933709
1504,230813.6325129349
1505,222179.88096172127
1506,179482.40221734616
1507,227550.82206764212
1508,203914.86861927863
1509,162519.55236938605
1510,149257.18630625523
1511,144997.1502745581
1512,175728.28211947856
1513,136964.13595754656
1514,157536.07306055122
1515,189933.11582103613
1516,158412.12655341878
1517,158699.6134198525
1518,130045.18731046958
1519,224659.09715472226
1520,135335.28843967372
1521,137753.70597722623
1522,166930.9818863138
1523,106714.73168531532
1524,122697.63409615326
1525,123016.88588408686
1526,116045.51108824185
1527,105253.74715259954
1528,132360.96867580074
1529,146719.3773986467
1530,168606.9237955323
1531,117534.95656580594
1532,103153.68866978413
1533,144980.94738250296
1534,117219.59283355597
1535,152115.72868472943
1536,112112.73001667963
1537,73287.66124486068
1538,176013.09227638348
1539,216837.37084183388
1540,94120.72386224857
1541,140194.56916037123
1542,141273.31603063896
1543,225012.73468451563
1544,83371.40388564148
1545,111111.59887955023
1546,130021.2778369788
1547,138917.57998895482
1548,136532.9007184281
1549,118926.55724190448
1550,139458.9607047667
1551,118419.2701794824
1552,132783.96929088925
1553,147040.441717198
1554,113549.54104030966
1555,174408.9157797649
1556,83989.8430917435
1557,103039.03246866896
1558,97855.94495161802
1559,86981.59992133047
1560,143751.91598815809
1561,138095.27765846378
1562,131542.82132755482
1563,121615.20571888711
1564,160688.36352174278
1565,149580.04789711576
1566,241215.28795796065
1567,70651.33329618596
1568,232916.729224104
1569,146180.04186377962
1570,139760.14203370694
1571,127956.51673862788
1572,152849.9302366831
1573,251881.06196874374
1574,116902.66250934161
1575,218781.32565075273
1576,227702.2026730811
1577,195350.47906243982
1578,142986.11574912426
1579,144476.63896636022
1580,190328.35195044382
1581,155272.55851730076
1582,128109.71695620051
1583,307769.0682373567
1584,229095.52529363392
1585,141183.83841769033
1586,71904.76343266442
1587,99917.09303481279
1588,150449.7395092815
1589,93745.96773900224
1590,134902.12561317254
1591,99073.70193077515
1592,122002.19486580924
1593,126019.29542472117
1594,144890.63785203377
1595,105441.45118232831
1596,231151.973913498
1597,181701.3972037972
1598,198176.25565158433
1599,194327.34486581132
1600,184342.44377793436
1601,73273.38872579296
1602,124065.06958584167
1603,92311.55895512189
1604,282761.7159972716
1605,233976.13474691182
1606,164826.23158195836
1607,165123.0825564457
1608,207532.25883566146
1609,194472.15707310493
1610,157600.24770311787
1611,134557.89234194483
1612,158985.615444835
1613,160408.28213244025
1614,126004.17456678275
1615,91454.14320411964
1616,78717.13170739212
1617,92371.68932472264
1618,124326.47942805802
1619,138100.57830940338
1620,153772.3120954073
1621,134272.32111906825
1622,148522.0488911731
1623,272896.7028785034
1624,212456.03061580923
1625,130458.54841107436
1626,163091.8269332746
1627,185388.79736038882
1628,259794.44555286365
1629,173911.507463741
1630,400186.2822927715
1631,216858.16425671394
1632,239955.07050226498
1633,169678.91952312607
1634,185898.53380690198
1635,178391.0457715532
1636,152259.57362389786
1637,192309.596373058
1638,200987.9690775432
1639,174952.67212722515
1640,249890.7514734243
1641,176602.84804191184
1642,230204.0387628558
1643,216470.86252566258
1644,224152.93428716826
1645,194652.70466319186
1646,155934.16120685224
1647,158265.91109745906
1648,133258.75407072113
1649,139621.4955722889
1650,114294.68764963685
1651,124421.01899816957
1652,96217.24445969828
1653,97126.5999684764
1654,154285.34163067472
1655,151815.5977305619
1656,146800.01505939197
1657,151515.73503354494
1658,151489.38168516682
1659,134041.96486492702
1660,152538.71773225948
1661,453872.3627063681
1662,383507.52987909067
1663,374528.5045337612
1664,463933.8769101013
1665,308795.74811418174
1666,324861.2720026238
1667,363797.16466980556
1668,333129.83096829586
1669,299724.3202550169
1670,344341.7885161777
1671,252760.65123663572
1672,472649.0512551649
1673,296067.27714470506
1674,240445.681748589
1675,188752.9067195008
1676,189595.24962656168
1677,210738.3935908862
1678,463953.4316611349
1679,391415.92104670324
1680,337180.924604458
1681,273353.528658298
1682,286988.9044519284
1683,181839.3183656523
1684,167539.61846512088
1685,173584.9733500476
1686,168717.2581161951
1687,168437.3612536119
1688,186357.4882229671
1689,188006.78549523448
1690,184855.09481311933
1691,176532.143483344
1692,260100.78722757072
1693,166523.0388415713
1694,181739.0089057394
1695,165635.38685163262
1696,261690.13507582957
1697,172267.7529898371
1698,346091.6719792149
1699,318762.533245383
1700,244333.2567688928
1701,254915.50417726344
1702,254891.14603238588
1703,250376.4193841678
1704,288301.1065417948
1705,233126.33476159332
1706,471925.59072081523
1707,218050.8844385289
1708,207831.09868167454
1709,275801.8032721752
1710,222658.39210499672
1711,253132.53756186005
1712,252225.12441729393
1713,250641.83677126543
1714,222875.3784594605
1715,205528.28980729484
1716,185751.92503902913
1717,172412.25782109963
1718,137956.52010814473
1719,200180.38397601672
1720,248084.85161480823
1721,165272.4962832631
1722,126473.32204908275
1723,152757.52215253297
1724,211441.34389621802
1725,236686.15598041978
1726,191529.49834636293
1727,159340.7639407473
1728,184780.0932160353
1729,160420.61714978787
1730,173017.84282885547
1731,118900.5542852623
1732,129397.43118519869
1733,122892.14639344739
1734,123146.78481501556
1735,134939.8899862768
1736,117299.94821774686
1737,331157.5828529627
1738,212226.8471865557
1739,281828.04553301696
1740,209847.09742114143
1741,186009.4357949661
1742,170927.23949558308
1743,173224.43613378398
1744,309870.84989539016
1745,232639.1429617052
1746,225633.4304387584
1747,224724.0878877064
1748,215629.7654302433
1749,153409.4102840232
1750,132217.51602769498
1751,237357.9042621452
1752,122077.82592692848
1753,140622.31728951496
1754,196011.33648579175
1755,167655.905404395
1756,125401.78391274464
1757,121783.22184306725
1758,142821.20317893077
1759,164284.09694450622
1760,162879.74163368557
1761,138838.93101911654
1762,176637.47896498576
1763,165715.5136045276
1764,118498.09008796314
1765,172496.091461136
1766,176800.02772150026
1767,220124.77230396736
1768,143089.72093504458
1769,178003.62624596906
1770,145932.72142005054
1771,129529.90499472294
1772,136186.67696879583
1773,134772.3627632052
1774,125623.5951700784
1775,135078.64907857685
1776,119308.44614627179
1777,114282.48108689873
1778,139791.3956841756
1779,125706.22754093765
1780,176839.9405119438
1781,133231.3304414482
